"","word","EBCL","TBCL","HSK"
"1269","天青地白","無","第2級","HSK_2"
"1270","天皇蝶","無","第7級","無"
"1272","天堂鳥花","A2","第4級","HSK_2"
"1275","天藍雙尾灰蝶","無","第7級","無"
"1276","天鵝絨鼠","無","無","HSK_789"
"1277","太古天牛","A2","第4級","HSK_3"
"1278","太平山綠小灰蝶","無","第7級","無"
"1279","太平豆地膽","無","第4級","HSK_5"
"1280","太平洋帆烏賊","無","第7級","HSK_789"
"1281","太平洋百脈根","無","第5級","HSK_789"
"1282","太平洋乳節藻","無","第7級","HSK_789"
"1283","太平洋胡桃","無","第5級","HSK_6"
"1288","太平洋麵包樹","無","第3級","無"
"1291","太平鳥","A2","第3級","HSK_2"
"1292","太田氏樹蛙","無","第6級","HSK_789"
"1293","太坦松藻","無","第7級","HSK_789"
"1294","太陽蝶","無","第7級","無"
"1296","孔子黃室弄蝶","無","第7級","無"
"1297","孔氏小公魚","無","第6級","HSK_789"
"1299","孔目金蛛","無","第7級","無"
"1301","孔雀七夕魚","無","第5級","HSK_789"
"1303","孔雀紋青挾蝶","無","第7級","無"
"1304","孔雀紋挾蝶","無","第7級","無"
"1306","孔雀魚","無","第5級","HSK_789"
"1310","孔雀龍","無","第5級","HSK_789"
"1315","少女魚","A1","第2級","HSK_2"
"1316","少根紫萍","無","第7級","HSK_789"
"1320","少棘雙邊魚","無","第7級","HSK_789"
"1322","少燈太寧燈魚","無","第5級","HSK_4"
"1329","巴力","無","第2級","HSK_4"
"1330","巴丹綠繡眼","無","第7級","HSK_789"
"1331","巴氏豆丁海馬","無","第6級","HSK_789"
"1340","巴西水竹草","無","第4級","HSK_5"
"1341","巴西含羞草","無","第5級","HSK_789"
"1342","巴西彩龜","無","第6級","HSK_789"
"1343","巴西網苔","無","第7級","無"
"1344","巴西網苔變種","無","第7級","無"
"1345","巴西龜","無","第6級","HSK_789"
"1347","巴里翠鳳蝶","無","第7級","無"
"1349","巴拉庫答","無","第4級","HSK_5"
"1351","巴拉望裳鳳蝶","無","第7級","無"
"1352","巴浦綠蠅","無","無","HSK_789"
"1354","巴達維印度","無","第5級","HSK_4"
"1355","巴摩魚","無","第5級","HSK_5"
"1356","巴黎翠鳳蝶","無","第7級","無"
"1357","巴黎鳳蝶","無","第7級","無"
"1358","巴龍膽","無","第4級","HSK_5"
"1359","巴攏","無","第7級","HSK_789"
"1360","幻灰蝶","無","第7級","無"
"1363","幻紫蝶","無","第7級","無"
"1364","幻黃斑弄蝶","無","第7級","無"
"1366","引生草","無","第4級","HSK_4"
"1370","文山粗葉木","無","第4級","HSK_4"
"1371","文山綠小灰蝶","無","第7級","無"
"1372","文田三線蝶","無","第7級","無"
"1373","文田小黃紋弄蝶","無","第7級","無"
"1374","文田黃紋弄蝶","無","第7級","無"
"1375","文仲烏小灰蝶","無","第7級","無"
"1376","文宗蛇目蝶","無","第7級","無"
"1377","文定果","A2","第2級","HSK_2"
"1378","文昌魚","無","第5級","HSK_6"
"1379","文智烏小灰蝶","無","第7級","無"
"1382","文龍角金龜","無","第6級","HSK_789"
"1383","文龍虎天牛","無","第3級","HSK_5"
"1384","斗柚","無","第6級","無"
"1386","方竹","無","第4級","HSK_5"
"1387","方形大額蟹","無","第7級","無"
"1388","方角眉眼蝶","無","第7級","無"
"1390","方格網蜘蛛","無","第7級","無"
"1393","方頭魚","A1","第2級","HSK_2"
"1394","日日春","A2","第2級","HSK_2"
"1395","日月潭白魚","無","第7級","HSK_789"
"1398","日月蝶","無","第7級","無"
"1402","日本山馬薯","無","第6級","HSK_6"
"1403","日本山雀","無","第5級","HSK_789"
"1404","日本方頭魚","A1","第2級","HSK_2"
"1406","日本水滑","無","第5級","HSK_5"
"1409","日本平丘盲蛛台灣亞種","無","第7級","無"
"1410","日本白姑魚","無","第3級","HSK_3"
"1414","日本竹莖蘭","無","第7級","HSK_789"
"1415","日本角魚","無","第4級","HSK_2"
"1418","日本刺尾魚","無","第4級","HSK_4"
"1419","日本夜鷹","無","第5級","HSK_789"
"1420","日本岩礁扇蝦","無","第7級","HSK_789"
"1421","日本松球魚","無","第5級","HSK_4"
"1422","日本板栗","無","第7級","無"
"1424","日本花蛛","無","第7級","無"
"1426","日本突吻潛魚","無","第6級","HSK_789"
"1427","日本紅姑魚","無","第3級","HSK_3"
"1428","日本紅娘魚","無","第4級","HSK_3"
"1431","日本苦竹","無","第4級","HSK_5"
"1433","日本海龍","無","第3級","HSK_3"
"1436","日本紋白蝶","無","第7級","無"
"1438","日本紡織娘","無","第7級","HSK_789"
"1439","日本翅沙","無","第5級","HSK_789"
"1440","日本翅鯊","無","無","HSK_789"
"1442","日本馬蜂","無","第6級","HSK_789"
"1446","日本婆仔","無","第4級","HSK_5"
"1448","日本婆規","無","第4級","HSK_4"
"1449","日本寄居蟹","無","第7級","無"
"1450","日本條露斯","無","第6級","HSK_789"
"1451","日本焊菜","無","無","HSK_789"
"1458","日本景天","A2","第2級","HSK_3"
"1464","日本紫魚","無","第4級","HSK_5"
"1469","日本溪哥","無","第5級","HSK_789"
"1470","日本矮竹","無","第4級","HSK_5"
"1471","日本碎米苔","無","第7級","無"
"1472","日本葉燈魚","無","第4級","HSK_4"
"1474","日本摺唇蘭","無","第7級","無"
"1476","日本裸平頭魚","無","第7級","HSK_789"
"1482","日本箭根","無","第5級","HSK_6"
"1485","日本樹蛙","無","第6級","HSK_789"
"1488","日本樹鶯日本亞種","無","第7級","無"
"1489","日本樹鶯庫頁島亞種","無","第7級","無"
"1495","日本擬隆頭魚","無","第6級","HSK_789"
"1501","日本瞻星魚","無","無","HSK_789"
"1506","日本辮魚","無","第7級","HSK_789"
"1507","日本櫻蝦","無","第5級","無"
"1508","日本囊對蝦","無","第7級","HSK_789"
"1516","月光蝶","無","第7級","無"
"1517","月見草","無","第2級","HSK_2"
"1519","月眉蝶","無","第7級","無"
"1520","月桂藤","無","無","HSK_789"
"1521","月魚","A1","第2級","HSK_2"
"1526","月蝶魚","無","第7級","無"
"1527","月輪","無","第4級","HSK_4"
"1531","木下白蟻","無","第5級","無"
"1532","木瓜","無","第2級","HSK_4"
"1533","木生台灣子囊菌","無","第7級","HSK_789"
"1534","木生台灣絨毛金龜","無","無","HSK_789"
"1536","木生紅挾蝶","無","第7級","無"
"1539","木生鳳蝶","無","第7級","無"
"1540","木耳狀耳殼藻","無","第7級","HSK_789"
"1541","木玫瑰","無","第6級","HSK_789"
"1543","木馬鞭","無","第5級","HSK_789"
"1545","木棉苔","無","第7級","無"
"1546","木葉蝶","無","第7級","無"
"1548","木葡萄","無","第5級","HSK_5"
"1551","木蘭青斑鳳蝶","無","第7級","無"
"1552","木蘭綱","無","第7級","HSK_789"
"1553","木蠟樹","無","第6級","HSK_789"
"1555","比目魚","A2","第3級","HSK_2"
"1557","比拉真苔","無","第7級","無"
"1559","毛口","A2","第2級","HSK_1"
"1560","毛竹","無","第4級","HSK_5"
"1563","毛角潛蠅","無","第7級","HSK_789"
"1564","毛豆","無","第2級","HSK_4"
"1569","毛里斯麻","無","第6級","HSK_789"
"1572","毛果青剛","無","第3級","HSK_2"
"1574","毛果澤蘭","無","第6級","HSK_789"
"1577","毛柱郁李","無","無","HSK_789"
"1578","毛柱鐵線蓮","無","第5級","HSK_789"
"1580","毛背魚","無","第3級","HSK_2"
"1581","毛茄","無","第5級","HSK_6"
"1582","毛栓菌","無","無","HSK_789"
"1584","毛釘菇","無","第6級","HSK_789"
"1585","毛眼灰蝶","無","第7級","無"
"1586","毛眼角潛蠅","無","第7級","HSK_789"
"1587","毛眼扁頭蠅","無","第7級","HSK_789"
"1588","毛眼彩潛蠅","無","第7級","HSK_789"
"1589","毛眼黑潛蠅","無","第7級","HSK_789"
"1593","毛野古草","無","第4級","HSK_6"
"1594","毛野牡丹藤","無","無","HSK_789"
"1595","毛斑眼黑潛蠅","無","第7級","HSK_789"
"1598","毛絲狀病毒屬","無","第5級","HSK_789"
"1599","毛菠菜","無","第6級","無"
"1604","毛陽禾角潛蠅","無","無","HSK_789"
"1605","毛會","A2","第2級","HSK_1"
"1606","毛腳燕","無","第5級","HSK_789"
"1608","毛綠竹","無","第4級","HSK_5"
"1610","毛瘤鴨嘴草","無","第7級","HSK_789"
"1612","毛蓮菜","無","第5級","HSK_789"
"1613","毛蝴蝶草","無","第7級","無"
"1614","毛髮狀病毒屬","無","第5級","無"
"1618","毛瓣台南蠅","無","第7級","HSK_789"
"1619","毛瓣臺南蠅","無","第7級","無"
"1620","毛藥花","A2","第2級","HSK_2"
"1621","毛藥捲瓣蘭","無","第7級","無"
"1622","毛蟹","無","第7級","無"
"1623","毛邊異麗金龜","無","第6級","HSK_789"
"1625","毛鱗花金龜","無","第7級","無"
"1626","水仙花草","無","第5級","HSK_789"
"1627","水冬瓜","無","第2級","HSK_4"
"1628","水冬哥","A2","第2級","HSK_2"
"1632","水同木","無","第2級","HSK_3"
"1633","水色長尾小灰蝶","無","第7級","無"
"1634","水沙","無","第3級","HSK_3"
"1635","水芋","無","第7級","無"
"1636","水芋頭","無","第7級","無"
"1637","水赤鏈游蛇","無","無","HSK_789"
"1638","水果刀","無","第2級","HSK_3"
"1639","水沼茶翅天牛","無","第7級","HSK_789"
"1640","水泡蛇","無","第4級","HSK_6"
"1641","水狗母","A1","第2級","HSK_3"
"1642","水社虎天牛","無","第3級","HSK_5"
"1646","水青粉蝶","無","第7級","無"
"1648","水南蛇","無","第4級","HSK_5"
"1649","水珍魚","無","第3級","HSK_5"
"1650","水胡椒","無","第5級","HSK_789"
"1651","水苦竹","無","第4級","HSK_5"
"1653","水茄","無","第5級","HSK_6"
"1656","水蚤萍","無","第7級","無"
"1657","水針","無","第4級","HSK_4"
"1658","水蛇","無","第4級","HSK_5"
"1659","水蛇麻","無","第4級","HSK_5"
"1660","水蛇麻屬","無","第5級","HSK_5"
"1662","水鹿","無","第4級","HSK_789"
"1663","水絲梨灰蝶","無","第7級","無"
"1664","水雲","無","第3級","無"
"1665","水銀燈","A2","第3級","HSK_2"
"1666","水蓮花","無","第5級","HSK_789"
"1667","水蔥","無","第6級","HSK_789"
"1670","水燈心草","無","第2級","HSK_2"
"1671","水頸仔","無","第6級","HSK_789"
"1672","水雞","A1","第2級","HSK_1"
"1674","水藤","無","第7級","HSK_789"
"1679","火吹竹","無","第4級","HSK_5"
"1680","火赤煉","無","無","HSK_789"
"1681","火冠戴菊","無","第7級","HSK_789"
"1683","火烘","無","第7級","HSK_789"
"1684","火斑鳩","無","第6級","無"
"1685","火焰樹屬","無","第6級","HSK_789"
"1686","火槍烏賊","無","第5級","HSK_789"
"1687","火管","無","第3級","HSK_3"
"1688","火管竹","無","第4級","HSK_5"
"1689","火箭蝶","無","第7級","無"
"1690","火燒公","無","第3級","HSK_4"
"1692","火燒腰","無","第5級","HSK_4"
"1693","火龍果","無","第3級","HSK_3"
"1694","火點","A1","第1級","HSK_1"
"1695","火鶴花","無","第7級","HSK_789"
"1696","爪哇八哥","無","第5級","HSK_789"
"1697","爪哇大黑糞金龜","無","第7級","HSK_789"
"1699","爪哇半葉趾虎","無","第7級","無"
"1704","爪哇黃蝶","無","第7級","無"
"1708","爪哇磚子苗","無","第6級","HSK_789"
"1710","爪哇糞球金龜","無","第7級","HSK_789"
"1712","爪哇籃子魚","無","第5級","HSK_789"
"1713","爪魷魚","無","第6級","無"
"1714","片口","A1","第2級","HSK_2"
"1721","牛公瓜仔","無","第4級","HSK_5"
"1723","牛牛皮卡丘","無","第6級","HSK_789"
"1724","牛白藤","無","第7級","HSK_789"
"1725","牛舌","無","第4級","HSK_6"
"1726","牛尾","無","第4級","HSK_4"
"1728","牛尾菜","無","第4級","HSK_4"
"1730","牛尾頭章","無","第4級","HSK_4"
"1732","牛角","無","第4級","HSK_2"
"1734","牛角花","無","第4級","HSK_2"
"1737","牛角蹄","無","第7級","無"
"1738","牛乳樹","無","第4級","HSK_6"
"1739","牛屎斑","無","第7級","無"
"1743","牛茄子","無","第5級","HSK_6"
"1744","牛栓藤屬","無","無","HSK_789"
"1746","牛港瓜仔","無","第4級","HSK_6"
"1747","牛港燕","無","第5級","HSK_789"
"1749","牛筋藤屬","無","第7級","HSK_789"
"1750","牛蛙","無","第6級","HSK_789"
"1751","牛漆姑草","無","第6級","HSK_789"
"1754","牛頭螺","無","無","HSK_789"
"1755","牛糞閻魔金龜","無","無","HSK_789"
"1756","牛鞭","無","第5級","HSK_789"
"1758","牛魔王","無","第5級","HSK_789"
"1761","王氏波紋蛇目蝶","無","第7級","無"
"1764","王蘭","無","第5級","HSK_789"
"1765","王蘭屬","無","第5級","HSK_789"
"1766","世富暫花蘭","無","第5級","HSK_789"
"1770","主刺蓋魚","無","第4級","HSK_4"
"1772","仙人掌","無","第5級","HSK_789"
"1774","仙女","無","第5級","HSK_789"
"1775","仙女魚","無","第5級","HSK_789"
"1776","仙女蟹","無","第7級","無"
"1777","仙台病毒","無","第5級","HSK_789"
"1779","仙鶴","無","第7級","HSK_789"
"1780","冬天麻","無","第3級","HSK_3"
"1781","冬瓜蝶","無","第7級","無"
"1782","冬生多孔菌","無","第6級","HSK_789"
"1784","冬青油樹","無","第3級","HSK_2"
"1786","冬蟲草","無","第5級","HSK_4"
"1787","凸唇葉蟬","無","第6級","無"
"1793","凹洞病毒屬","無","第5級","HSK_789"
"1794","凹紋胡蜂","無","第6級","HSK_789"
"1795","凹紋稻弄蝶","無","第7級","無"
"1796","凹翅紫小灰蝶","無","第7級","無"
"1797","凹翅紫燕小灰蝶","無","第7級","無"
"1799","凹駝彎腿金龜","無","第6級","無"
"1802","出角鳥","無","第4級","HSK_2"
"1804","加令","無","第4級","HSK_5"
"1805","加布雷金灰蝶","無","第7級","無"
"1806","加志","無","第4級","HSK_3"
"1809","加拿利海棗","無","第7級","HSK_789"
"1810","加破埔","無","第6級","無"
"1812","加規","無","第4級","HSK_3"
"1813","加網","A2","第2級","HSK_2"
"1814","加臘","無","第6級","HSK_789"
"1815","包公","A1","第1級","HSK_2"
"1816","包公雞","A1","第2級","HSK_2"
"1817","包氏扁蠅虎","無","第7級","HSK_789"
"1818","包氏團扇藻","無","第7級","HSK_789"
"1822","北山綠小灰蝶","無","第7級","無"
"1824","北方凹指","無","第5級","HSK_789"
"1825","北方卷葉苔變種","無","第7級","無"
"1826","北方呼喚招潮蟹","無","第7級","無"
"1827","北方招潮蟹","無","第7級","無"
"1828","北方松雀鷹","無","第5級","HSK_789"
"1829","北方植斑潛蠅","無","第7級","HSK_789"
"1831","北地扭口苔","無","第7級","無"
"1833","北艾","無","無","HSK_789"
"1834","北投一文字蝶","無","第7級","無"
"1836","北青眼魚","無","第2級","HSK_2"
"1840","北美獨行菜","A2","第4級","HSK_4"
"1842","北埔陷紋金龜","無","第6級","無"
"1843","北埔鳳蝶","無","第7級","無"
"1844","北梭魚","無","第7級","無"
"1845","北插天山赤箭","無","第5級","HSK_789"
"1846","北臺黃帶天牛","無","第2級","無"
"1847","北臺潛砂蟲","無","第6級","無"
"1853","北魷","無","第6級","無"
"1856","半月石斑魚","無","第5級","HSK_789"
"1857","半月肥腹蛛","無","第7級","無"
"1862","半花黃姑魚","無","第3級","HSK_3"
"1863","半夏","A2","第2級","HSK_2"
"1865","半紋月蝶魚","無","第7級","無"
"1866","半紋神仙","無","第6級","HSK_789"
"1867","半紋蛇","無","第6級","HSK_789"
"1868","半帶舌珍魚","無","第4級","HSK_6"
"1877","半環刺蓋魚","無","第4級","HSK_4"
"1878","半環扁尾海蛇","無","第5級","HSK_6"
"1879","半邊魚","A1","第2級","HSK_2"
"1884","卡氏擬海天牛","無","第6級","HSK_789"
"1885","卡布綠灰蝶玉山亞種","無","第7級","無"
"1886","卡州滿江紅","無","第4級","HSK_789"
"1887","卡拉特葡萄囊菌","無","第7級","HSK_789"
"1891","古氏赤蛙","無","第6級","HSK_789"
"1892","古台灣彎貝介","無","第4級","HSK_6"
"1893","古銅色卷尾","無","第5級","HSK_6"
"1894","古銅谷弄蝶","無","第7級","無"
"1895","古銅穀弄蝶","無","第7級","無"
"1897","古錢冷水花","A2","第4級","HSK_3"
"1898","古藤壺科","無","第7級","HSK_789"
"1901","可疑盒形藻","無","第7級","HSK_789"
"1902","台大扁泥蟲","無","第5級","HSK_6"
"1903","台中叉柱蘭","無","第5級","HSK_789"
"1905","台中豆蟹","無","第7級","無"
"1906","台中豆蘭","無","第5級","HSK_789"
"1912","台中黑煤菌","無","第6級","HSK_6"
"1922","台北大附蠅","無","第7級","HSK_789"
"1924","台北小菊虎","無","第7級","HSK_789"
"1927","台北巨山蟻","無","第5級","無"
"1928","台北玉葉金花","無","第4級","HSK_4"
"1929","台北白金龜","無","第6級","HSK_789"
"1930","台北豆絨毛金龜","無","無","HSK_789"
"1931","台北赤蛙","無","第6級","HSK_789"
"1932","台北肺形草","無","第5級","HSK_6"
"1933","台北長大蚊","無","第4級","HSK_789"
"1935","台北長腳金龜","無","第6級","HSK_789"
"1936","台北長鬚蜂","無","第7級","無"
"1938","台北附地草","無","第3級","HSK_4"
"1941","台北胸緣螢金花蟲","無","第7級","無"
"1944","台北蚤蠅","無","第7級","無"
"1946","台北異角菊虎","無","第7級","HSK_789"
"1948","台北游蛇","無","第4級","HSK_5"
"1951","台北搖蚊","無","第4級","HSK_789"
"1952","台北腹鏈蛇","無","無","HSK_789"
"1957","台北樹蛙","無","第6級","HSK_789"
"1962","台竹","無","第4級","HSK_5"
